acude_Banabuiú,acude_Castanhão,acude_Orós,water_level,precipitation,temperature_mean,volume,radiation,winv,depth,runoff,temperature_bottom,temperature_2m,month,year,chla
0,1,0,99.5,0.148721963786624,28.8999996185303,4284969984,21986642,-3.38272449705336,6.98486081759135,1.03257215641861e-06,297.648444281684,301.93955485026,9,2012,18.04
0,1,0,99.05,0.439535061137135,28.8000011444092,4141861888,21073793.1111111,-3.58644790119595,6.46459725168016,8.53941532265405e-07,298.325995551215,302.312306722005,10,2012,18.235
0,1,0,98.58,4.34339947876977,29.3999996185303,3995760640,20209790.4444444,-3.53173812230428,6.24265636338128,1.26784176207669e-06,298.820576985677,302.083262125651,11,2012,17.81
0,1,0,98.12,13.1381030542421,29.8000011444092,3856200704,19722439.5555556,-3.44882747862074,6.10031920009189,1.72531044313473e-06,299.273390028212,302.678785536024,12,2012,19.03
0,1,0,97.66,62.3546459313714,29.5,3720001024,19080285.3333333,-3.06896122296651,5.6735622882843,1.58502005994402e-05,299.917036268446,302.851942274306,1,2013,40.735
0,1,0,97.22,56.8149708904486,29.3000011444092,3592880384,20151733.1111111,-3.04318560494317,5.98714473512438,0.000215058209957609,299.895195855035,302.639817979601,2,2013,19.6
0,1,0,96.97,106.192392797979,29,3521619200,18542970.4444444,-2.66918516159058,5.65169032414754,0.000198149295836932,300.355709499783,302.574239095052,3,2013,16.64
0,1,0,96.71,111.403937074924,28.1000003814697,3449328128,16464664.5555556,-1.86748974853092,4.89956710073683,0.000182569218725348,300.55360921224,301.500661214193,4,2013,17.27
0,1,0,96.8,88.0465150803169,27.1000003814697,3474352896,16217360.3333333,-1.46799570984311,5.46501602066888,6.45205125461719e-05,300.273647732205,300.401621500651,5,2013,15.35
0,1,0,96.76,66.7554926950415,26.7000007629395,3463230976,15042692.5555556,-2.10578744941288,6.15271022584703,6.39715499319967e-05,299.178863525391,300.355051676432,6,2013,13.57
0,1,0,96.61,24.4225160942786,26.5,3421524480,16465669.6666667,-2.55170019467672,6.81192013952467,6.92302612530208e-06,298.431844075521,301.099789089627,7,2013,13.95
0,1,0,96.4,1.44680338050306,28,3363928320,18849840,-3.03940664397346,7.03123270140754,2.04771694143346e-07,298.087293836806,302.108924018012,8,2013,16.8
0,1,0,95.92,0.656779965432163,28.8000011444092,3234900224,20496395.7777778,-3.77962409125434,7.02495932579041,1.35062181243484e-07,298.101311577691,302.334543863932,9,2013,16.405
0,1,0,95.37,7.83953460818236,29.1000003814697,3091686144,21011771.5555556,-3.69028364287482,7.01215836736891,1.08921113906035e-06,298.680199517144,302.426734076606,10,2013,17.58
0,1,0,94.77,28.4533148638631,28.8000011444092,2940822016,18676671.1111111,-3.5445413324568,6.9946948952145,4.36991521337404e-05,298.840118408203,302.088202582465,11,2013,18.97
0,1,0,94.3,68.8248091324178,29.3000011444092,2826442752,17845772.8888889,-3.21673395898607,6.72477128770616,8.16472670218597e-06,299.125593397352,301.799468994141,12,2013,19.8
0,1,0,93.73,52.6576406733503,28.7000007629395,2692309760,19030433.5555556,-2.85604437192281,5.29504214392768,7.79439489065226e-06,299.670345730252,302.285508897569,1,2014,16.315
0,1,0,93.21,133.191819792805,28.1000003814697,2574213632,18514164.6666667,-2.29394390847948,4.73171281814575,0.000131437290216733,300.13969930013,301.191596137153,2,2014,17
0,1,0,93,188.773946460507,27.7000007629395,2527219968,18025306,-1.84876436657376,4.35726192262438,0.000398058757811365,300.487816704644,300.418348524306,3,2014,15.84
0,1,0,93.25,124.922354715059,27.6000003814697,2583164928,16443897.6666667,-1.49749387635125,4.16685740152995,5.83947892391734e-05,300.686350504557,300.166493733724,4,2014,19.31
0,1,0,93.65,67.031245017528,26.8000011444092,2673805312,15555779.3333333,-1.48925919002957,4.71365571022034,0.000122732314700897,299.953755696615,299.91121758355,5,2014,13.97
0,1,0,93.44,8.4239351145891,26.8000011444092,2625683712,15053801.7777778,-2.55474585956997,6.71595475408766,1.88215684753838e-06,298.556250678168,300.938791910807,6,2014,13.18
0,1,0,92.99,9.13843562562178,26.8000011444092,2525056256,15894078.2222222,-3.12028688854641,7.02826571464539,2.10435591270652e-06,297.586958143446,301.282263861762,7,2014,10.045
0,1,0,92.45,0.189191318505038,27.8999996185303,2408611328,19022506.2222222,-3.12203531795078,7.01427785555522,1.74273782249656e-07,297.471228705512,301.717732747396,8,2014,14.99
0,1,0,91.81,5.36888771266607,28.6000003814697,2276252672,19198131.5555556,-3.39270763927036,7.01368445820279,3.13692808049382e-07,297.9759894477,301.923973931207,9,2014,15.265
0,1,0,91.09,20.428747182029,29.1000003814697,2133949696,20304581.3333333,-3.78244418568081,6.97205975320604,9.28007890479421e-07,298.35639444987,302.644375271267,10,2014,13.93
0,1,0,90.32,47.312387732929,29.1000003814697,1990154752,19101107.7777778,-3.45322680473328,6.85947879155477,2.34093262444427e-05,298.805236816406,302.061781141493,11,2014,10.84
